4.015428610695759744e+03 2.105961369720573307e-40
4.104457079819130740e+03 4.282303076604025698e-40
4.195459452374213470e+03 8.722713856339144228e-40
4.288479492954472335e+03 1.554595920940135142e-39
4.383561936484342368e+03 2.790221372062096443e-39
4.480752509733024453e+03 4.558808820686422510e-39
4.580097953305264127e+03 6.956647110589173248e-39
4.681646044119707767e+03 1.044738043698513712e-38
4.785445618385639136e+03 1.570154832774651484e-38
4.891546595089143921e+03 2.199262237949449779e-38
4.999999999999999091e+03 3.039343939765199673e-38
5.110857990210843127e+03 3.981676188908969582e-38
5.224173879220409617e+03 5.224352364490171303e-38
5.340002162572882298e+03 6.739086498594684644e-38
5.458398544065759779e+03 8.605107495979584054e-38
5.579419962538745494e+03 1.098798612364825208e-37
5.703124619256606820e+03 1.403092994500598135e-37
5.829572005899161013e+03 1.775794056375113674e-37
5.958822933171836667e+03 2.225006427635800183e-37
6.090939560050579530e+03 2.721222008516034142e-37
6.225985423675165293e+03 3.291172876561641357e-37
6.364025469905292084e+03 3.936173211590000942e-37
6.505126084554156478e+03 4.621819645617041876e-37
6.649355125314518773e+03 5.426936109189334834e-37
6.796781954392633452e+03 6.372343339856944093e-37
6.947477471865693587e+03 7.474346389949375681e-37
7.101514149778922729e+03 8.623622688804788297e-37
7.258966066998594215e+03 9.912016192500412716e-37
7.419908944837829949e+03 1.131949130990567651e-36
7.584420183472267126e+03 1.289817923654400324e-36
7.752578899163125243e+03 1.458805749875603691e-36
7.924465962305569519e+03 1.649025636383884029e-36
8.100164036320657033e+03 1.852013165324058041e-36
8.279757617409590239e+03 2.069721577817289137e-36
8.463333075189379088e+03 2.302256781181457564e-36
8.650978694229470420e+03 2.556967877242078428e-36
8.842784716509291684e+03 2.839941177173299117e-36
9.038843384817178958e+03 3.148380261627342269e-36
9.239248987111461247e+03 3.457093815128181460e-36
9.444097901865212407e+03 3.790783627085362055e-36
9.653488644416256648e+03 4.156734681570058620e-36
9.867521914344893958e+03 4.558071480718431189e-36
1.008630064390205189e+04 4.976643185283408004e-36
1.030993004751111584e+04 5.397353197140745241e-36
1.053851767236741034e+04 5.853696149389514379e-36
1.077217345015943101e+04 6.348695446249439189e-36
1.101100974993688942e+04 6.884131201267079178e-36
1.125514143215089098e+04 7.426473851879703607e-36
1.150468590389229939e+04 7.983137644589789652e-36
1.175976317535480484e+04 8.581761952943329192e-36
1.202049591754986977e+04 9.223485678195620712e-36
1.228700952130131554e+04 9.887446045380381549e-36
1.255943215754790981e+04 1.059938514517196419e-35
1.283789483898294930e+04 1.132575624358994447e-35
1.312253148306051298e+04 1.206563895817022431e-35
1.341347897639863550e+04 1.280861350677032679e-35
1.371087724061042718e+04 1.359770941479726405e-35
1.401486929959476038e+04 1.443583677967941962e-35
1.432560134831890718e+04 1.529750704936500502e-35
1.464322282312618518e+04 1.619454408342492320e-35
1.496788647360244977e+04 1.714513537142592569e-35
1.529974843603597765e+04 1.808655697077424777e-35
1.563896830850606784e+04 1.907285085494598722e-35
1.598570922763648014e+04 2.009624488890666952e-35
1.634013794705062537e+04 2.114707078364357556e-35
1.670242491756621894e+04 2.225398558090473720e-35
1.707274436916800187e+04 2.340169119606966295e-35
1.745127439479789609e+04 2.452988248905722145e-35
1.783819703600294451e+04 2.570671235921349296e-35
1.823369837048220870e+04 2.689951304937853544e-35
1.863796860157468836e+04 2.814881792781789017e-35
1.905120214973136535e+04 2.945735140179958871e-35
1.947359774601530808e+04 3.082797177933322368e-35
1.990535852767484539e+04 3.226367802851557170e-35
2.034669213583570672e+04 3.360321731073557259e-35
2.079781081535921112e+04 3.495881971496057853e-35
2.125893151691446838e+04 3.637030857287038464e-35
2.173027600131349027e+04 3.784004961852922473e-35
