4.015428610695759744e+03 1.216548754527357999e-41
4.104457079819130740e+03 3.097259043823779209e-41
4.195459452374213470e+03 7.900415356869765909e-41
4.288479492954472335e+03 1.592345008098333894e-40
4.383561936484342368e+03 3.191198136521514910e-40
4.480752509733024453e+03 8.010473326624539734e-40
4.580097953305264127e+03 1.341345610552579018e-39
4.681646044119707767e+03 2.203635116132401537e-39
4.785445618385639136e+03 3.623745577495272893e-39
4.891546595089143921e+03 5.371650077158318547e-39
4.999999999999999091e+03 7.800870491310177096e-39
5.110857990210843127e+03 1.070927020768012170e-38
5.224173879220409617e+03 1.472786131397160802e-38
5.340002162572882298e+03 1.971365878893383435e-38
5.458398544065759779e+03 2.597204917211347186e-38
5.579419962538745494e+03 3.421745499293451710e-38
5.703124619256606820e+03 4.508080847964356373e-38
5.829572005899161013e+03 5.861870406258844268e-38
5.958822933171836667e+03 7.511741131674826177e-38
6.090939560050579530e+03 9.403179264443608783e-38
6.225985423675165293e+03 1.164218154417775957e-37
6.364025469905292084e+03 1.422447705645613598e-37
6.505126084554156478e+03 1.698584318538398019e-37
6.649355125314518773e+03 2.028332945740842118e-37
6.796781954392633452e+03 2.422103408746472883e-37
6.947477471865693587e+03 2.887991095702564229e-37
7.101514149778922729e+03 3.378043510101432388e-37
7.258966066998594215e+03 3.937979135667241565e-37
7.419908944837829949e+03 4.557032276548371739e-37
7.584420183472267126e+03 5.259974987977538090e-37
7.752578899163125243e+03 6.010992916888703223e-37
7.924465962305569519e+03 6.864347164865393781e-37
8.100164036320657033e+03 7.788458730452602845e-37
8.279757617409590239e+03 8.793313173021808609e-37
8.463333075189379088e+03 9.866291862919513334e-37
8.650978694229470420e+03 1.104761574350622571e-36
8.842784716509291684e+03 1.237105396835879254e-36
9.038843384817178958e+03 1.382947649679291855e-36
9.239248987111461247e+03 1.529641782166024256e-36
9.444097901865212407e+03 1.687533428196514341e-36
9.653488644416256648e+03 1.861794278931226909e-36
9.867521914344893958e+03 2.054128789507557431e-36
1.008630064390205189e+04 2.256653847992950583e-36
1.030993004751111584e+04 2.462661834654007465e-36
1.053851767236741034e+04 2.687547719291205207e-36
1.077217345015943101e+04 2.933047665022157489e-36
1.101100974993688942e+04 3.200331113132902806e-36
1.125514143215089098e+04 3.473138239270421331e-36
1.150468590389229939e+04 3.753980671417978262e-36
1.175976317535480484e+04 4.057696862984834929e-36
1.202049591754986977e+04 4.385053213562503470e-36
1.228700952130131554e+04 4.724772655539099349e-36
1.255943215754790981e+04 5.090900655069509052e-36
1.283789483898294930e+04 5.464721761023680229e-36
1.312253148306051298e+04 5.850241568035944519e-36
1.341347897639863550e+04 6.243976120536092615e-36
1.371087724061042718e+04 6.664388940242665934e-36
1.401486929959476038e+04 7.113304107751432085e-36
1.432560134831890718e+04 7.576005944213703261e-36
1.464322282312618518e+04 8.059443843955604508e-36
1.496788647360244977e+04 8.574368211058215524e-36
1.529974843603597765e+04 9.082675010593611396e-36
1.563896830850606784e+04 9.616873746190728784e-36
1.598570922763648014e+04 1.017206604420255661e-35
1.634013794705062537e+04 1.074221372755511252e-35
1.670242491756621894e+04 1.134505291573866492e-35
1.707274436916800187e+04 1.197318792454734033e-35
1.745127439479789609e+04 1.259612447474507935e-35
1.783819703600294451e+04 1.324800502623010110e-35
1.823369837048220870e+04 1.390916616970015692e-35
1.863796860157468836e+04 1.460410395562564604e-35
1.905120214973136535e+04 1.533458081233747403e-35
1.947359774601530808e+04 1.610245336477730826e-35
1.990535852767484539e+04 1.690967765018482614e-35
2.034669213583570672e+04 1.766728026369100068e-35
2.079781081535921112e+04 1.843754318452731072e-35
2.125893151691446838e+04 1.924209577268308017e-35
2.173027600131349027e+04 2.008249545766016117e-35
2.221207094615999813e+04 2.096037226012010090e-35
2.270454805486239275e+04 2.186010580699491002e-35
2.320794416806390655e+04 2.278970751921875866e-35
2.372250137754331445e+04 2.376034539389221524e-35
2.424846714264099865e+04 2.477391498770796141e-35
2.478609440926637399e+04 2.583240664723755755e-35
2.533564173154387390e+04 2.686535324203731521e-35
2.589737339615606106e+04 2.788430168849832048e-35
2.647155954944358746e+04 2.894445329319641548e-35
2.705847632732318380e+04 3.004777081065042793e-35
2.765840598808613140e+04 3.119635373889759831e-35
2.827163704814115044e+04 3.238884784726188980e-35
2.889846442076662061e+04 3.360899225826841018e-35
2.953918955793977511e+04 3.488093607716056429e-35
3.019412059530984334e+04 3.619161212713147794e-35
3.086357250038582060e+04 3.751901730562511948e-35
3.154786722400971121e+04 3.890359158097843907e-35
3.224733385518816431e+04 4.031861204381556754e-35
3.296230877935701574e+04 4.179160345545370245e-35
3.369313584015476954e+04 4.321654350736956976e-35
3.444016650478287193e+04 4.469682389470753393e-35
3.520376003303228208e+04 4.624304363579114510e-35
3.598428365005763771e+04 4.782859891471813562e-35
3.678211272298209951e+04 4.946667537843479782e-35
3.759763094141780311e+04 5.117868172664372706e-35
3.843123050198872079e+04 5.297016264234220490e-35
3.928331229694475041e+04 5.484730496531650770e-35
4.015428610695759562e+04 5.676522841224595667e-35
4.104457079819130013e+04 5.861225287216560785e-35
4.195459452374214015e+04 6.054421251825858990e-35
4.288479492954472516e+04 6.256763649723344374e-35
4.383561936484342732e+04 6.468976351008696713e-35
4.480752509733024635e+04 6.690521647708592115e-35
4.580097953305263945e+04 6.914532985376558576e-35
4.681646044119707949e+04 7.149172475138130501e-35
4.785445618385639682e+04 7.395217769741797326e-35
4.891546595089143375e+04 7.653521472608942139e-35
4.999999999999999272e+04 7.925019157627928582e-35
5.110857990210843127e+04 8.198718016681582775e-35
5.224173879220404342e+04 8.484093698768569750e-35
5.340002162572876841e+04 8.783377414124255721e-35
5.458398544065754686e+04 9.097534042777386998e-35
5.579419962538739492e+04 9.412859704748990947e-35
5.703124619256600272e+04 9.725500576697421348e-35
5.829572005899154465e+04 1.004680949940805440e-34
5.958822933171829936e+04 1.038332938636100233e-34
6.090939560050573346e+04 1.073606141621467378e-34
6.225985423675158381e+04 1.110608532945932792e-34
6.364025469905285718e+04 1.148644190910065910e-34
6.505126084554163390e+04 1.187179714258200241e-34
6.649355125314525503e+04 1.227490582979904513e-34
6.796781954392633634e+04 1.269683833535084831e-34
6.947477471865693224e+04 1.313873983819510137e-34
7.101514149778922729e+04 1.358860220776532861e-34
7.258966066998594033e+04 1.403217917390253175e-34
7.419908944837830495e+04 1.449533238353060409e-34
7.584420183472266945e+04 1.497915622358647142e-34
7.752578899163125607e+04 1.548481444997204720e-34
7.924465962305568974e+04 1.601354482178722923e-34
8.100164036320656305e+04 1.653091162655081667e-34
8.279757617409589875e+04 1.706019981539580554e-34
8.463333075189379451e+04 1.761194834253677688e-34
8.650978694229488610e+04 1.818732621368833527e-34
8.842784716509310238e+04 1.878757002150950260e-34
9.038843384817188780e+04 1.939162362443015358e-34
9.239248987111471070e+04 2.000756709336863638e-34
9.444097901865221502e+04 2.064834963607832045e-34
9.653488644416266470e+04 2.131515727746654656e-34
9.867521914344903780e+04 2.200923810652500325e-34
1.008630064390205080e+05 2.271286546864352505e-34
1.030993004751111584e+05 2.341383056689752455e-34
1.053851767236740998e+05 2.414152717764089268e-34
1.077217345015943138e+05 2.489713470891609013e-34
1.101100974993688869e+05 2.568188897329049006e-34
1.125514143215089134e+05 2.649095560382073095e-34
1.150468590389229939e+05 2.729240176301765125e-34
1.175976317535480484e+05 2.812279507543000962e-34
1.202049591754987050e+05 2.897977001038618459e-34
1.228700952130131627e+05 2.982507282883736354e-34
1.255943215754790872e+05 3.070108638696412450e-34
1.283789483898295002e+05 3.156510178416528911e-34
