4.015428610695759744e+03  6.033526907162688643e-41
4.104457079819130740e+03  1.230137564357853752e-40
4.195459452374213470e+03  2.510113316467233142e-40
4.288479492954472335e+03  4.480832870213065509e-40
4.383561936484342368e+03  8.045091590241270671e-40
4.480752509733024453e+03  1.314191064408742162e-39
4.580097953305264127e+03  2.006014591483681131e-39
4.681646044119707767e+03  3.013861782087444550e-39
4.785445618385639136e+03  4.531507495465811371e-39
4.891546595089143921e+03  6.348205491993267135e-39
4.999999999999999091e+03  8.773903610258813947e-39
5.110857990210843127e+03  1.150066224371979229e-38
5.224173879220409617e+03  1.509872055193359590e-38
5.340002162572882298e+03  1.948171880326748928e-38
5.458398544065759779e+03  2.487850275076794916e-38
5.579419962538745494e+03  3.177074605999731977e-38
5.703124619256606820e+03  4.057297051958135479e-38
5.829572005899161013e+03  5.134797851754984520e-38
5.958822933171836667e+03  6.432376893609632114e-38
6.090939560050579530e+03  7.867176588577352888e-38
6.225985423675165293e+03  9.516310342713550280e-38
6.364025469905292084e+03  1.138313963261660117e-37
6.505126084554156478e+03  1.336729551385727031e-37
6.649355125314518773e+03  1.569736712756785961e-37
6.796781954392633452e+03  1.843365851607221282e-37
6.947477471865693587e+03  2.162307550919897400e-37
7.101514149778922729e+03  2.494800882760459917e-37
7.258966066998594215e+03  2.867649242832886438e-37
7.419908944837829949e+03  3.275198561050012620e-37
7.584420183472267126e+03  3.732460686024184500e-37
7.752578899163125243e+03  4.221568933322780708e-37
7.924465962305569519e+03  4.772076686197962707e-37
8.100164036320657033e+03  5.359898771619424257e-37
8.279757617409590239e+03  5.990720789058425955e-37
8.463333075189379088e+03  6.664187914428041268e-37
8.650978694229470420e+03  7.401731681604859147e-37
8.842784716509291684e+03  8.221095068562212101e-37
9.038843384817178958e+03  9.114371544676920279e-37
9.239248987111461247e+03  1.000927164300629474e-36
9.444097901865212407e+03  1.097656647455544012e-36
9.653488644416256648e+03  1.203740956809064413e-36
9.867521914344893958e+03  1.320086392514669575e-36
1.008630064390205189e+04  1.441451435063229200e-36
1.030993004751111584e+04  1.563473281404715564e-36
1.053851767236741034e+04  1.695833049173889475e-36
1.077217345015943101e+04  1.839407821357213444e-36
1.101100974993688942e+04  1.994719928924654498e-36
1.125514143215089098e+04  2.152161468201274125e-36
1.150468590389229939e+04  2.313707782733470226e-36
1.175976317535480484e+04  2.487411536649577512e-36
1.202049591754986977e+04  2.673605815656028243e-36
1.228700952130131554e+04  2.866326792230173265e-36
1.255943215754790981e+04  3.072948789240792926e-36
1.283789483898294930e+04  3.283658911565660813e-36
1.312253148306051298e+04  3.498333401061575530e-36
1.341347897639863550e+04  3.714009173971804220e-36
1.371087724061042718e+04  3.942994091598272305e-36
1.401486929959476038e+04  4.186110429187604247e-36
1.432560134831890718e+04  4.436087047661937623e-36
1.464322282312618518e+04  4.696309797645975055e-36
1.496788647360244977e+04  4.971962013667692527e-36
1.529974843603597765e+04  5.245082651436682479e-36
1.563896830850606784e+04  5.531125915349211485e-36
1.598570922763648014e+04  5.828071315179418082e-36
1.634013794705062537e+04  6.133398097325741878e-36
1.670242491756621894e+04  6.455052384193250084e-36
1.707274436916800187e+04  6.788697125349830453e-36
1.745127439479789609e+04  7.117124512025661818e-36
1.783819703600294451e+04  7.459959192712578556e-36
1.823369837048220870e+04  7.808275162995402699e-36
1.863796860157468836e+04  8.173507486228472290e-36
1.905120214973136535e+04  8.556590322150834798e-36
1.947359774601530808e+04  8.958532550978716023e-36
1.990535852767484539e+04  9.380428177622150607e-36
2.034669213583570672e+04  9.775259369513890548e-36
2.079781081535921112e+04  1.017604303988951289e-35
2.125893151691446838e+04  1.059458281187428797e-35
2.173027600131349027e+04  1.103190397639087508e-35
2.221207094615999813e+04  1.148913363775078438e-35
2.270454805486239275e+04  1.195738949825885757e-35
2.320794416806390655e+04  1.244092151842157485e-35
2.372250137754331445e+04  1.294626418809349950e-35
2.424846714264099865e+04  1.347472732632272680e-35
2.478609440926637399e+04  1.402774634681202549e-35
2.533564173154387390e+04  1.457407889695382942e-35
2.589737339615606106e+04  1.511657337713352994e-35
2.647155954944358746e+04  1.568242215579858118e-35
2.705847632732318380e+04  1.627303052968198550e-35
2.765840598808613140e+04  1.688993500506513479e-35
2.827163704814115044e+04  1.753156463644547213e-35
2.889846442076662061e+04  1.818153864922593493e-35
2.953918955793977511e+04  1.885986570737717408e-35
3.019412059530984334e+04  1.955384640925796170e-35
3.086357250038582060e+04  2.024288033939596197e-35
3.154786722400971121e+04  2.096202986561949025e-35
3.224733385518816431e+04  2.168953737714136722e-35
3.296230877935701574e+04  2.244462138315599367e-35
3.369313584015476954e+04  2.318853202466241665e-35
3.444016650478287193e+04  2.396099942970118257e-35
3.520376003303228208e+04  2.476618303248115816e-35
3.598428365005763771e+04  2.558581967996578575e-35
3.678211272298209951e+04  2.642739421289955614e-35
3.759763094141780311e+04  2.730326526350271707e-35
3.843123050198872079e+04  2.821533840703279327e-35
3.928331229694475041e+04  2.916565831416553679e-35
4.015428610695759562e+04  3.013037756058916376e-35
